Intent,User Says,Text Response,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yes it is correct,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,confirmed,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,affirmative,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yes I would like to,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,definitely,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,ok you can,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,oh yes,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yeah,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,alrighty,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,that s okay,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yes you may,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yeah of course,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,I think so,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,of course why not,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yeah I'm sure,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yes of course,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,please do,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,sounds good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,exactly,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yes I do,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yes for sure,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hold_on,oh wait,Okay. I'm here.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hold_on,could you wait,I'll be waiting.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hold_on,don't rush,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hold_on,wait a second,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hold_on,wait hold on,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hold_on,hold on,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hold_on,wait,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hold_on,wait please,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hug,wanna hug,Oh. I'm really feeling the love today.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hug,a hug,Hug it out. You'll feel better afterwards.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hug,you hugged,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hug,I want a hug,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hug,hugging,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hug,hugged me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hug,may I hug you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hug,want a hug,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hug,could you give me a hug,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hug,hug me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hug,hug,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hug,do you want a hug,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hug,hugging me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hug,hug you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.hug,hugged,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.i_do_not_care,not caring at all,"Ok, let's not talk about it then.",,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.i_do_not_care,I don't care at all,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.i_do_not_care,whatever,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.i_do_not_care,not caring,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.i_do_not_care,I do not care,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.i_do_not_care,don't care at all,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.i_do_not_care,not care at all,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.i_do_not_care,I don't care,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.i_do_not_care,I shouldn't care about this,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,sorry,It's okay. No worries.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,I'm sorry,No big deal. I won't hold a grudge.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,ok sorry,It's cool.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,I am so sorry,That's all right. I forgive you.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,alright I'm sorry,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,very sorry,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,apologies,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,I apologize,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,apologies to me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,I beg your pardon,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,excuse me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,pardon,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,my apologies,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,sorry about that,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,apologise,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,forgive me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,I want to say sorry,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,I said sorry,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,apology,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,I am really sorry,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,sorry about this,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,okay I'm sorry,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,excuse,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.sorry,really sorry,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.what_do_you_mean,is that what you mean,Did that not make sense? Maybe I misunderstood what you said.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.what_do_you_mean,what exactly do you mean,Sorry. I think I may have been a little confused by what you said.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.what_do_you_mean,what do you mean exactly,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.what_do_you_mean,what do you mean,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.what_do_you_mean,but what do you mean,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.wrong,that was wrong,I'm sorry. Perhaps I misunderstood.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.wrong,you are wrong,Sorry. I think I misinterpreted what you said.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.wrong,that's wrong,Apologies. That was my mistake.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.wrong,it is not right,Oops. Sorry about that. I'm still learning.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.wrong,wrong,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.wrong,that is incorrect,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.wrong,that's not what I asked,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.wrong,not correct,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.wrong,it's wrong,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.dialog.wrong,that's not right,,,,,,,,,,,,,,,,,,,,,,,,
,incorrect,,,,,,,,,,,,,,,,,,,,,,,,
,not right,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,ahahah,"Yeah, I crack myself up too.",,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,hahaha,Laughter is good for you. Keep it up.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,ha,See? Now we're having fun.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,haha,You have a great laugh.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,hehehe,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,ha ha ha,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,hah,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,ahahaha,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,haha haha haha,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,hahaha very funny,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,LMAO,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,xd,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,lol,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,ah,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,he,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,haha funny,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,hahaha funny,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,ahah,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,ha ha ha ha,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,haha that's funny,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,huh,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,haha very funny,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,that's funny,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,ah ah ah,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,laughing out loud,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,hehe,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,lmao,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,ahaha,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,ahah lol,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.ha_ha,ha ha,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.wow,wow wow,Wow indeed!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.wow,wooow,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.wow,woah,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.wow,wow,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.emotions.wow,wow wow wow,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,bye-bye,See you soon!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,bye bye take care,Bye-bye!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,thanks bye bye,Till next time!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,I must go,Bye.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,ok bye,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,hope to see you later,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,bye,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,see you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,leave me alone,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,that's it goodbye,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,goodbye,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,see you soon,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,goodbye for now,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,talk to you later,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,bye for now,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,bye bye see you soon,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,never mind bye,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,goodbye see you later,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,good bye,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,go to bed,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,alright bye,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,okay bye,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,bye bye see you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,now bye,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,I said bye,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,see you tomorrow,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,get lost,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,you can go now,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,okay see you later,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,see ya,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,till next time,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,that's all goodbye,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.bye,okay thank you bye,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodevening,hello good evening,How is your day going?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodevening,good evening there,How's the day treating you so far?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodevening,good evening to you,How's your day been?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodevening,hey good evening,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodevening,evening,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodevening,good evening,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodmorning,good morning,How are you this morning?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodmorning,have a great morning,How's the morning treating you so far?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodmorning,and a good morning to you,Good morning! How are you today?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodmorning,good morning to you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodmorning,hello good morning,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodmorning,hi good morning,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodmorning,good morning too,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodmorning,morning,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodmorning,top of the morning to you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodmorning,good morning to you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodmorning,a good morning,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodmorning,have a nice morning,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodmorning,good morning there,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,good good night,Sleep tight!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,thanks goodnight,Have a good one!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,have a good night,Talk to you soon!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,thank you good night,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,good night to you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,goodnight,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,night,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,okay have a good night,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,good night for now,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,good tonight,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,bye good night,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,bye good night,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,sweet dreams,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,good night see you tomorrow,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,good night,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,night,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,have a good night,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,alright goodnight,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.goodnight,good night bye,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,hey,"Hi there, friend!",,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,hi,Hey!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,I greet you,Good day!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,afternoon,Howdy.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,hi there,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,hi there,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,hey there,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,heya,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,hello there,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,hello,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,just going to say hi,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,greetings,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,a good day,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,long time no see,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,lovely day isn't it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,howdy,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,hello hi,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.hello,hello again,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,is everything okay,Wonderful as always. Thanks for asking.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how do you do,Couldn't be better.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how is your evening,"Lovely, thanks.",,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how are you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how do you feel,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how is it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,are you okay,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how is it going,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how your day is going,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how are you feeling,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how are you going,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how about you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how has your day been,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how is your day going,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,hope you re having a pleasant evening,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how are you today,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,what about your day,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how is your day,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how is your day going,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how are the things going,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,are you having a good day,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how is your life,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,what was your day like,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,are you alright,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,I'm fine and you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how are you doing this morning,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how has your day been going,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how's your day,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how was your day,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how are you getting on,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,are you having a good day,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how's your day going,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how is your day going on,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,is everything all right,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how is your morning so far,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how is your morning going,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how is your day being,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,hope your day is going well,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how's life,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.how_are_you,how are you doing,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_meet_you,it was very nice to meet you,I think this is the beginning of a beautiful friendship.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_meet_you,pleasure to meet you,I'm looking forward to working with you.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_meet_you,pleasure to meet you too,Likewise. I look forward to getting to know you better.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_meet_you,nice meeting you,The pleasure is mine.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_meet_you,nice to meet you too,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_meet_you,good to know each other,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_meet_you,glad to meet you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_meet_you,nice to meet you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_meet_you,it was nice meeting you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_meet_you,pleased to meet you,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,nice to see you again,Likewise. You're looking good as usual!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,glad to see you too,You too. I missed your face!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,lovely to see you,The pleasure is mine.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,good to see you,Thanks! Glad to be seen!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,it's nice to see you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,I'm glad to see you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,great to see you too,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,it's good to see you too,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,I am glad to see you again,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,how good it is to see you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,nice to see you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,always a pleasure to see you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,glad to see you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,good to see you again,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,great to see you again,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,it's good to see you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_see_you,great to see you,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_talk_to_you,nice to talk to you,Always a pleasure.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_talk_to_you,it is nice talking to you,It sure was. Don't be a stranger!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_talk_to_you,it's been a pleasure talking to you,Thanks for dropping by!,,,,,,,,,,,,,,,,,,,,,,,
